Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
"3,860",Hazeley Heath,SU756578,"475,600","157,800","1,400",England,14,1,"2,013","2,013",UKBMS
"3,861","Old Down, Basingstoke",SU597488,"459,700","148,800",,England,,3,"2,013","2,015",UKBMS
"3,862",Ladies Walk Down,SU371447,"437,100","144,700",,England,,3,"2,013","2,015",UKBMS
"3,863",Rooksbury Mill Local Nature Reserve,SU355445,"435,500","144,500",,England,,3,"2,013","2,015",UKBMS
"3,864",Coulters Dean,SU747191,"474,700","119,100",,England,,3,"2,013","2,015",UKBMS
"3,865",Tadburn Meadows Local Nature Reserve,SU369215,"436,900","121,500",,England,,3,"2,013","2,015",UKBMS
"3,866",Zionshill Copse Local Nature Reserve,SU419204,"441,900","120,400",,England,,3,"2,013","2,015",UKBMS
"3,867",Spearywell North,SU313281,"431,300","128,100",,England,,2,"2,013","2,015",UKBMS
"3,868",LANGLEY WOOD (MARCHWOOD),SU358103,"435,800","110,300","4,150",England,10,1,"2,013","2,013",UKBMS
"3,869",STAPLEWOOD FARM,SU370091,"437,000","109,100","4,150",England,10,1,"2,013","2,013",UKBMS
"3,870",Normandy Marsh,SZ331944,"433,100","94,400","2,700",England,6,2,"2,014","2,015",UKBMS
"3,871",Foxbury,SU296167,"429,600","116,700","2,660",England,10,2,"2,014","2,015",UKBMS
"3,872",Hale Purlieu,SU200186,"420,000","118,600","1,500",England,8,2,"2,014","2,015",UKBMS
"3,873",Speltham Down,SU647149,"464,700","114,900","1,000",England,7,2,"2,014","2,015",UKBMS
"3,876",Broadley Inclosure,SZ252993,"425,200","99,300","2,520",England,8,2,"2,014","2,015",UKBMS
"3,877",Hook Heath,SU645079,"464,500","107,900","2,000",England,11,2,"2,014","2,015",UKBMS
"3,878",Wendleholme (new),SU491075,"449,100","107,500","1,200",England,5,2,"2,014","2,015",UKBMS
"3,879",Rockford Common,SU173089,"417,300","108,900","2,540",England,6,2,"2,014","2,015",UKBMS
"3,880",Ibsley Common,SU173089,"417,300","108,900","1,980",England,4,2,"2,014","2,015",UKBMS
"3,881",Broxhead Common,SU803373,"480,300","137,300","2,000",England,4,2,"2,014","2,015",UKBMS
"3,882",Fields Heath,SU456018,"445,600","101,800",610,England,4,1,"2,014","2,014",UKBMS
"3,883",RSPB Hazeley Heath North,SU748586,"474,800","158,600","2,553",England,14,1,"2,015","2,015",UKBMS
"3,884",RSPB Hazeley Heath South,SU757579,"475,700","157,900","2,000",England,9,1,"2,015","2,015",UKBMS
"3,885",Breamore,SU144200,"414,400","120,000","3,200",England,9,1,"2,015","2,015",UKBMS
"3,886",Portsdown SSSI East 7 - 10,SU657063,"465,700","106,300","2,037",England,9,1,"2,015","2,015",UKBMS
"3,887",Holmsley,SU225004,"422,500","100,400","2,850",England,10,1,"2,015","2,015",UKBMS
"3,888",Ridge Copse,SU347181,"434,700","118,100","3,000",England,9,1,"2,015","2,015",UKBMS
"3,889",Hasley,SU195119,"419,500","111,900","2,850",England,6,1,"2,015","2,015",UKBMS
"3,890",Hollybank Woods Transect 1,SU745081,"474,500","108,100","1,000",England,6,1,"2,015","2,015",UKBMS
"3,891",Mottisfont Park and Gardens,SU326270,"432,600","127,000","2,508",England,6,1,"2,015","2,015",UKBMS
"3,892",Pondhead Wood,SU308070,"430,800","107,000","2,539",England,10,1,"2,015","2,015",UKBMS
"3,893",Tidpit Common,SU067180,"406,700","118,000","2,700",England,9,1,"2,015","2,015",UKBMS
"3,894",Morn Hill (Mound Meadow),SU518292,"451,800","129,200",403,England,5,1,"2,015","2,015",UKBMS
"3,895",Manor Farm & Country Park,SU490112,"449,000","111,200","1,000",England,1,1,"2,015","2,015",UKBMS
"3,896",Fields Heath,SU451023,"445,100","102,300","3,200",England,10,1,"2,015","2,015",UKBMS
"3,900",Bubbenhall Meadow,SP373717,"437,300","271,700","1,214",England,5,8,"2,008","2,015",UKBMS
"3,901",Bubbenhall Wood,SP369717,"436,900","271,700","1,112",England,5,8,"2,008","2,015",UKBMS
"3,902",HARBURY SPOILBANK NORTH,SP385602,"438,500","260,200",780,England,3,8,"2,008","2,015",UKBMS
"3,903",Ryton Meadows Bund (Species),SP377728,"437,700","272,800",504,England,1,8,"2,008","2,015",UKBMS
"3,904",STOCKTON,SP440650,"444,000","265,000","1,420",England,4,8,"2,008","2,015",UKBMS
"3,905",Ufton Fields,SP381615,"438,100","261,500","1,150",England,4,2,"2,008","2,009",UKBMS
"3,906",Wappenbury Wood,SP379710,"437,900","271,000",923,England,5,8,"2,008","2,015",UKBMS
"3,907",Weston and Waverley Woods,SP355707,"435,500","270,700","1,250",England,5,3,"2,008","2,010",UKBMS
"3,908",RSPB Middleton Lakes 1 (old),SP195984,"419,500","298,400","1,303",England,4,3,"2,009","2,011",UKBMS
"3,909",RSPB Middleton Lakes 2 (old),SP202989,"420,200","298,900","1,179",England,3,3,"2,009","2,011",UKBMS
"3,910",Hartshill Hayes,SP321939,"432,100","293,900","3,728",England,8,2,"2,009","2,010",UKBMS
"3,911",Deans Green,SP132682,"413,200","268,200",600,England,3,6,"2,010","2,015",UKBMS
"3,912",Welches Meadow,SP326658,"432,600","265,800","1,230",England,8,6,"2,010","2,015",UKBMS
"3,913",Draycote Water,SP466693,"446,600","269,300","1,232",England,4,5,"2,011","2,015",UKBMS
"3,914",Ufton Fields NR (2011 route),SP378615,"437,800","261,500","2,169",England,7,5,"2,011","2,015",UKBMS
"3,915",Ryton Pools Country Park,SP374725,"437,400","272,500",962,England,6,5,"2,011","2,015",UKBMS
"3,916",South Cubbington,SP349689,"434,900","268,900","1,566",England,8,1,"2,012","2,012",UKBMS
"3,917",Lighthorne Quarry,SP345565,"434,500","256,500",350,England,6,3,"2,011","2,013",UKBMS
"3,918",Brandon Marsh,SP385755,"438,500","275,500","1,848",England,8,4,"2,012","2,015",UKBMS
"3,919",Brandon Wood,SP394766,"439,400","276,600","2,900",England,10,4,"2,012","2,015",UKBMS
"3,920",Coombe Abbey Country Park Meadows,SP401796,"440,100","279,600","1,300",England,4,4,"2,012","2,015",UKBMS
"3,921",Coombe Abbey Country Park Poolside,SP392789,"439,200","278,900","2,340",England,4,4,"2,012","2,015",UKBMS
"3,922",Coombe Abbey Country Park Woodland,SP395799,"439,500","279,900","2,055",England,7,4,"2,012","2,015",UKBMS
"3,923",Drayote Water Treatment,SP453703,"445,300","270,300","1,030",England,6,4,"2,012","2,015",UKBMS
"3,924",Hampton Wood,SP254600,"425,400","260,000","2,181",England,9,5,"2,011","2,015",UKBMS
"3,925",Long Itchington (SUSTRANS),SP408656,"440,800","265,600",231,England,4,4,"2,012","2,015",UKBMS
"3,926",New Hall Valley Country Park,SP134946,"413,400","294,600","3,300",England,10,2,"2,012","2,013",UKBMS
"3,927",Southam Old Quarry,SP420642,"442,000","264,200","1,350",England,9,4,"2,012","2,015",UKBMS
"3,928",Sutton Park Banners Gate,SP092956,"409,200","295,600",50,England,1,1,"2,012","2,012",UKBMS
"3,929",Sutton Park Blackroot,SP103975,"410,300","297,500",470,England,2,2,"2,012","2,013",UKBMS
"3,930",Sutton Park Bracebridge,SP103976,"410,300","297,600",410,England,2,2,"2,012","2,013",UKBMS
"3,931",Sutton Park Gun Targets,SP088966,"408,800","296,600",100,England,1,2,"2,012","2,013",UKBMS
"3,932",Sutton Park Little Bracebridge,SP095984,"409,500","298,400",75,England,1,2,"2,012","2,013",UKBMS
"3,933",Sutton Park Lower Longmoor,SP094961,"409,400","296,100",100,England,1,2,"2,012","2,013",UKBMS
"3,934",Sutton Park Lower Nut Hurst,SP103967,"410,300","296,700",120,England,1,2,"2,012","2,013",UKBMS
"3,935",Sutton Park Streetly Heath,SP090982,"409,000","298,200",50,England,1,1,"2,012","2,012",UKBMS
"3,936",RSPB Middleton Lakes 1,SP193982,"419,300","298,200","2,432",England,8,4,"2,012","2,015",UKBMS
"3,937",RSPB Middleton Lakes 2,SP202989,"420,200","298,900","2,410",England,5,4,"2,012","2,015",UKBMS
"3,938",Weston and Waverley Woods (2013 route),SP353700,"435,300","270,000",,England,,3,"2,013","2,015",UKBMS
"3,939",Fenny Compton Tunnels,SP438522,"443,800","252,200","1,663",England,9,3,"2,013","2,015",UKBMS
"3,940",Swift Valley Country Park,SP505775,"450,500","277,500","2,730",England,9,3,"2,013","2,015",UKBMS
"3,941",Tasker's Meadow,SP438651,"443,800","265,100",710,England,5,2,"2,014","2,015",UKBMS
"3,942",Binswood Allotments,SP307668,"430,700","266,800",966,England,8,2,"2,014","2,015",UKBMS
"3,943",Old Nun Wood,SP382709,"438,200","270,900",480,England,4,1,"2,015","2,015",UKBMS
"4,000",BRONZEFIELD,TQ055715,"505,500","171,500","2,020",England,8,3,"2,008","2,010",UKBMS
"4,001",Great Ashby Park,TL267269,"526,700","226,900",,England,9,2,"2,008","2,009",UKBMS
"4,002",Waterford Heath South,TL317149,"531,700","214,900",,England,7,8,"2,008","2,015",UKBMS
"4,003",Wingrave Road to Marshcroft Lane,SP926127,"492,600","212,700","10,250",England,5,4,"2,009","2,012",UKBMS
"4,004",Butterfly World,TL127043,"512,700","204,300","3,150",England,8,6,"2,009","2,015",UKBMS
"4,005",Hounslow Heath,TQ121749,"512,100","174,900",,England,10,4,"2,010","2,013",UKBMS
"4,006",Templewood - Muddy Bottom to Pentley Park Entrance,TL235142,"523,500","214,200",300,England,6,6,"2,010","2,015",UKBMS
"4,007",Sherrards Park Wood - Red Lion to Reddings,TL224140,"522,400","214,000",800,England,7,6,"2,010","2,015",UKBMS
"4,008",Sherrards Park Wood Reddings - 2010 route,TL230135,"523,000","213,500",,England,4,5,"2,010","2,015",UKBMS
"4,009",Heartwood Forest,TL163109,"516,300","210,900","4,150",England,7,6,"2,010","2,015",UKBMS
"4,010",Northaw Great Wood Middleway,TL280040,"528,000","204,000",662,England,4,2,"2,011","2,012",UKBMS
"4,011",Northaw Great Wood Bridleway (single section),TL285043,"528,500","204,300",519,England,1,2,"2,011","2,012",UKBMS
"4,012",Tring Park (9 sections),SP927100,"492,700","210,000",,England,9,4,"2,011","2,015",UKBMS
"4,013",Lake Farm Country Park,TQ090804,"509,000","180,400",,England,8,5,"2,011","2,015",UKBMS
"4,014",Bedfont Lakes (shortened route),TQ080724,"508,000","172,400",,England,14,3,"2,011","2,013",UKBMS
"4,015",Lakeside Nature Reserve,SP922124,"492,200","212,400",,England,1,5,"2,011","2,015",UKBMS
"4,016",Parkland Walk South,TQ288878,"528,800","187,800","1,394",England,6,4,"2,012","2,015",UKBMS
"4,017",Dane Farm Field Kimpton,TL153173,"515,300","217,300",,England,15,1,"2,012","2,012",UKBMS
"4,018",Sherrards Park Wood (six ways mid section),TL230134,"523,000","213,400",,England,1,4,"2,012","2,015",UKBMS
"4,019",Harpenden Common,TL137134,"513,700","213,400",,England,10,5,"2,011","2,015",UKBMS
"4,020",Stocker's Lake 2012,TQ045935,"504,500","193,500","3,150",England,12,4,"2,012","2,015",UKBMS
"4,021",Roughdown Common (Lower),TL048055,"504,800","205,500","1,370",England,10,4,"2,012","2,015",UKBMS
"4,022",Gravel Hill,TL216170,"521,600","217,000",,England,,3,"2,013","2,015",UKBMS
"4,023",St James's Park / Green Park,TQ295798,"529,500","179,800",,England,,3,"2,013","2,015",UKBMS
"4,024",Walpole Park,TQ173802,"517,300","180,200",,England,,3,"2,013","2,015",UKBMS
"4,025",Wormwood Scrubs,TQ224818,"522,400","181,800",,England,,1,"2,013","2,013",UKBMS
"4,026",Denis Bland Nature Reserve,TQ235969,"523,500","196,900",,England,,1,"2,013","2,013",UKBMS
"4,027",Danemead Nature Reserve,TL346079,"534,600","207,900",,England,,3,"2,013","2,015",UKBMS
"4,028",Broxbourne Wood,TL324072,"532,400","207,200","1,700",England,8,2,"2,014","2,015",UKBMS
"4,029",Panshanger Park,TL299124,"529,900","212,400","4,390",England,10,1,"2,014","2,014",UKBMS
"4,030",Great Ashby Park 2014,TL267267,"526,700","226,700",800,England,7,1,"2,014","2,014",UKBMS
"4,031",Tottenham Wildmarsh West,TQ351905,"535,100","190,500","1,750",England,7,2,"2,014","2,015",UKBMS
"4,032",Fir and Pond Woods,TL277006,"527,700","200,600","2,500",England,7,1,"2,014","2,014",UKBMS
"4,034",Sherrardspark Wood - Sefton,TL228138,"522,800","213,800","1,000",England,3,1,"2,014","2,014",UKBMS
"4,035",Halsey Field,TL042088,"504,200","208,800","1,810",England,8,1,"2,015","2,015",UKBMS
"4,036",Batford Springs,TL145150,"514,500","215,000","2,000",England,10,1,"2,015","2,015",UKBMS
"4,037",Heartwood Forest - Transect 2,TL171123,"517,100","212,300","3,100",England,5,1,"2,015","2,015",UKBMS
"4,038",Panshanger - Arable field west,TL298129,"529,800","212,900",500,England,3,1,"2,015","2,015",UKBMS
"4,039",Panshanger - Lady Hughes Wood,TL300125,"530,000","212,500",500,England,4,1,"2,015","2,015",UKBMS
"4,040",Panshanger - Rifle Butts,TL299122,"529,900","212,200",500,England,4,1,"2,015","2,015",UKBMS
"4,041",Panshanger - Chisel Shelf,TL294121,"529,400","212,100",500,England,3,1,"2,015","2,015",UKBMS
"4,042",London Zoo,TQ281834,"528,100","183,400","1,600",England,5,1,"2,015","2,015",UKBMS
"4,043",Pinn Meadow,TQ094880,"509,400","188,000","1,300",England,5,1,"2,015","2,015",UKBMS
"4,100",Bonne Terre,WA564073,"384,457","-20,461",,Channel Isles,6,6,"2,008","2,015",UKBMS
"4,101",Longis,WA599081,"387,967","-19,708",,Channel Isles,12,6,"2,008","2,015",UKBMS
"4,102",Trois Vaux,WA556062,"383,642","-21,551",,Channel Isles,6,6,"2,008","2,015",UKBMS
"4,103",Blaye,WA575065,"385,546","-21,276","2,929",Channel Isles,10,5,"2,009","2,015",UKBMS
"4,104",Community Woodland,WA585077,"386,562","-20,089",,Channel Isles,12,3,"2,010","2,012",UKBMS
"4,200",Castle Semple Country Park,NS367600,"236,700","660,000","3,207",Scotland,10,6,"2,010","2,015",UKBMS
"4,201",Earshaig,NT048026,"304,800","602,600","1,200",Scotland,12,5,"2,010","2,015",UKBMS
"4,202",Glasdrum Mountain Ringlet,NM996463,"199,600","746,300","2,000",Scotland,2,12,"2,002","2,015",UKBMS
"4,203",Greenock Cut,NS247720,"224,700","672,000","2,300",Scotland,12,6,"2,010","2,015",UKBMS
"4,204",Lower Meadow Valleyfield,NT004862,"300,400","686,200","1,392",Scotland,9,2,"2,010","2,011",UKBMS
"4,205",RSPB Lochwinnoch,NS358581,"235,800","658,100","1,800",Scotland,7,1,"2,010","2,010",UKBMS
"4,206",Castlehill,ND194684,"319,400","968,400","3,498",Scotland,12,6,"2,010","2,015",UKBMS
"4,207",Haddington Clerkington,NT508732,"350,800","673,200","2,646",Scotland,8,5,"2,011","2,015",UKBMS
"4,208",Glen Ogle,NN580256,"258,000","725,600","1,900",Scotland,10,4,"2,008","2,011",UKBMS
"4,209",Garscube Colliery,NS571696,"257,100","669,600","1,000",Scotland,6,1,"2,011","2,011",UKBMS
"4,210",Hurlethill,NS513614,"251,300","661,400","2,100",Scotland,8,5,"2,011","2,015",UKBMS
"4,211",Robroyston Park LNR,NS629681,"262,900","668,100","1,845",Scotland,10,5,"2,011","2,015",UKBMS
"4,212",Lochgoin Reservoir,NS535474,"253,500","647,400","1,040",Scotland,8,1,"2,011","2,011",UKBMS
"4,213",Southannan Sands,NS195522,"219,500","652,200","3,100",Scotland,10,4,"2,011","2,014",UKBMS
"4,214",Archerfield,NT517841,"351,700","684,100","2,149",Scotland,8,4,"2,012","2,015",UKBMS
"4,215",Hopetoun House Transect one,NT088790,"308,800","679,000","2,225",Scotland,12,2,"2,012","2,013",UKBMS
"4,216",Hopetoun House Transect Two,NT088790,"308,800","679,000","1,620",Scotland,9,2,"2,012","2,013",UKBMS
"4,217",Uphall to Almondell Viaduct,NT075697,"307,500","669,700","3,050",Scotland,8,1,"2,012","2,012",UKBMS
"4,218","Ettrick Water, Selkirk",NT467293,"346,700","629,300","1,740",Scotland,11,1,"2,012","2,012",UKBMS
"4,219",Kelvingrove Park,NS568662,"256,800","666,200","1,977",Scotland,13,1,"2,012","2,012",UKBMS
"4,220",Malls Mire,NS603621,"260,300","662,100",790,Scotland,7,1,"2,012","2,012",UKBMS
"4,221",Langlands Moss LNR,NS634514,"263,400","651,400","2,000",Scotland,8,3,"2,013","2,015",UKBMS
"4,222",Ballinlaggan,NH948245,"294,800","824,500","1,000",Scotland,5,3,"2,013","2,015",UKBMS
"4,223",Hogganfield Park LNR,NS645671,"264,500","667,100",,Scotland,,3,"2,013","2,015",UKBMS
"4,224",Rogart Quarry,NC742015,"274,200","901,500",,Scotland,,3,"2,013","2,015",UKBMS
"4,225",Lein - Binn Hill forest,NJ320660,"332,000","866,000",,Scotland,,2,"2,013","2,014",UKBMS
"4,226",Ardochrig Hill,NS637469,"263,700","646,900",,Scotland,,3,"2,013","2,015",UKBMS
"4,227",Beinn Eighe,NH025620,"202,500","862,000",,Scotland,,2,"2,013","2,014",UKBMS
"4,228",Inverinan,NM990179,"199,000","717,900",,Scotland,,3,"2,013","2,015",UKBMS
"4,229","Leanachan, Spean Bridge",NN240796,"224,000","779,600",,Scotland,,3,"2,013","2,015",UKBMS
"4,230",Loch Avich,NM961147,"196,100","714,700",,Scotland,,3,"2,013","2,015",UKBMS
"4,231",Torlundy,NN160782,"216,000","778,200",,Scotland,,3,"2,013","2,015",UKBMS
"4,232",Glen Loy Oakwood,NN138828,"213,800","782,800",,Scotland,,2,"2,013","2,015",UKBMS
"4,233",Clunes Forest,NN205886,"220,500","788,600",,Scotland,,2,"2,013","2,015",UKBMS
"4,234",Allean Forest West,NN852601,"285,200","760,100",,Scotland,,3,"2,013","2,015",UKBMS
"4,235",Allean Forest East,NN874604,"287,400","760,400",,Scotland,,2,"2,013","2,014",UKBMS
"4,236",Callop River,NM922794,"192,200","779,400",,Scotland,,3,"2,013","2,015",UKBMS
"4,237","Cadderlie, Loch Etive",NN056387,"205,600","738,700",,Scotland,,3,"2,013","2,015",UKBMS
"4,238",Cambus O' May,NO400982,"340,000","798,200",,Scotland,,3,"2,013","2,015",UKBMS
"4,240",Dahl,NM792684,"179,200","768,400",,Scotland,,3,"2,013","2,015",UKBMS
"4,241",Loch Achonachie,NH435551,"243,500","855,100",,Scotland,,3,"2,013","2,015",UKBMS
"4,242","Barrs, Loch Etive",NN071401,"207,100","740,100",,Scotland,,3,"2,013","2,015",UKBMS
"4,243",Tummel Bridge West,NN771594,"277,100","759,400",,Scotland,,3,"2,013","2,015",UKBMS
"4,244",Kippen - Settie/Claylands,NS637943,"263,700","694,300",,Scotland,,1,"2,013","2,013",UKBMS
"4,245",Loch Garve,NH411602,"241,100","860,200",,Scotland,,3,"2,013","2,015",UKBMS
"4,246",Black Craig PBF Timed Count 1,NN578925,"257,800","792,500",,Scotland,,3,"2,013","2,015",UKBMS
"4,247",Black Craig PBF Timed Count 2,NN575922,"257,500","792,200",,Scotland,,3,"2,013","2,015",UKBMS
"4,248",Tummel Bridge East,NN791596,"279,100","759,600",,Scotland,,2,"2,013","2,014",UKBMS
"4,249","Inver Plantation, Braemar",NO212923,"321,200","792,300",,Scotland,,3,"2,013","2,015",UKBMS
"4,250",The Black Wood Laggan,NN573912,"257,300","791,200",,Scotland,,3,"2,013","2,015",UKBMS
"4,251",Mersehead RSPB,NX930556,"293,000","555,600","2,700",Scotland,6,2,"2,014","2,015",UKBMS
"4,252",Glen Creran - Powerline,NN039487,"203,900","748,700","3,500",Scotland,13,2,"2,014","2,015",UKBMS
"4,253",Cardowan Moss LNR,NS654672,"265,400","667,200","2,600",Scotland,11,2,"2,014","2,015",UKBMS
"4,254",Ullapool,NH125944,"212,500","894,400","1,680",Scotland,10,2,"2,014","2,015",UKBMS
"4,255","Kincraig, Fife",NT468999,"346,800","699,900","1,130",Scotland,6,1,"2,015","2,015",UKBMS
"4,256",Glen Creran - Clansman Trail,NN033490,"203,300","749,000",850,Scotland,4,2,"2,014","2,015",UKBMS
"4,257",Preston Mill,NT594778,"359,400","677,800","1,995",Scotland,8,2,"2,014","2,015",UKBMS
"4,259",Cambus Village Pools,NS853935,"285,300","693,500","1,000",Scotland,3,2,"2,014","2,015",UKBMS
"4,260","Balanton, Aberfoyle",NN530005,"253,000","700,500","1,810",Scotland,9,1,"2,014","2,014",UKBMS
"4,261",Red Fox Valley,NS779738,"277,900","673,800",698,Scotland,12,1,"2,014","2,014",UKBMS
"4,262",Skinflats Pools,NS920832,"292,000","683,200","2,480",Scotland,5,2,"2,014","2,015",UKBMS
"4,263",Gathering Stone,NN812021,"281,200","702,100","1,000",Scotland,4,2,"2,014","2,015",UKBMS
"4,264",Cambusmore GP,NN643058,"264,300","705,800","1,500",Scotland,5,2,"2,014","2,015",UKBMS
"4,265",Darnrigg Moss,NS870752,"287,000","675,200","2,000",Scotland,5,2,"2,014","2,015",UKBMS
