Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Licence Category,Shellfish  licence (Y/N),Scallop licence (Y/N)
HASTINGS,UNKNOWN,NN8,ABOUT TIME,A20475,10793,NON-SECTOR,11.9,16.24,107,101.7,1987,W,GBR,CATEGORY A,N,N
HASTINGS,UNKNOWN,SH310,OUR JULIA,C19566,11519,NON-SECTOR,14.19,23.12,135,121.767,1965,W,DNK,CATEGORY C,Y,N
HASTINGS,WHITSTABLE,BM114,SEIONT A,B10016,12238,NON-SECTOR,16.99,38,145,151.899,1968,S,NLD,CATEGORY A,N,Y
HASTINGS,WHITSTABLE,F165,CARDIUM II,B13833,40027,NON-SECTOR,13.95,23.28,112,117.36,1993,S,GBR,CATEGORY B ,N,Y
HASTINGS,WHITSTABLE,F52,OLY-RAY,C17620,11728,NON-SECTOR,13.95,18.76,69.37,98.177,2002,S,,CATEGORY C,N,N
HASTINGS,WHITSTABLE,LO50,RENOWN IV,B10362,12236,NON-SECTOR,11.98,11.4,220,150.035,1989,S,GBR,CATEGORY C,N,N
KINLOCHBERVIE,KINLOCHBERVIE,INS179,APOLLO,C17362,40967,NORTHERN IRELAND FPO LTD,23.95,246,735,522.59,2001,S,DNK,OVER 10 METRE,N,N
KINLOCHBERVIE,KINLOCHBERVIE,UL24,LOUANDRIC,A16621,11133,NON-SECTOR,11.98,11.25,100,91.482,1973,W,GBR,OVER 10 METRE,Y,N
KINLOCHBERVIE,KINLOCHBERVIE,UL44,LOCH INCHARD II,A13670,44596,SCOTTISH FISHERMENS ORGANISATION,18.32,97,262,234.049,1985,W,GBR,OVER 10 METRE,N,N
KINLOCHBERVIE,UNKNOWN,UL100,OLIVIA,A13410,44567,ORKNEY FPO LTD,10.76,15.59,74,79.245,1972,W,GBR,CATEGORY A,N,Y
KINLOCHBERVIE,UNKNOWN,UL290,SPARKLING STAR,C20972,42222,SCOTTISH FISHERMENS ORGANISATION,19.37,179.31,480,357.401,2017,F,GBR,OVER 10 METRE,N,N
KIRKWALL,BERNERA (LEWIS),K436,KINGFISHER,B12336,44746,NON-SECTOR,11.66,17.58,85,92.119,1991,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,FRASERBURGH,FR925,PATSY B,C16896,40973,NON-SECTOR,11.41,9.61,86.9,86.799,1984,S,GBR,OVER 10 METRE,Y,N
KIRKWALL,HOY,CY127,GUIDING LIGHT,A11297,40972,NON-SECTOR,12.78,25.56,224,163.166,1988,W,GBS,OVER 10 METRE,Y,Y
KIRKWALL,KIRKWALL,K1138,QUELINE,C18562,40438,NON-SECTOR,11.9,20.01,134,121.942,1983,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K166,FAIR MORN,B10391,40924,NON-SECTOR,11.78,18.89,159,119.612,1979,S,GBR,OVER 10 METRE,N,N
KIRKWALL,KIRKWALL,K193,RUSSA TAIGN,C16193,41679,SCOTTISH FISHERMENS ORGANISATION,27.41,354,663.27,532.005,1997,S,GBR,OVER 10 METRE,N,N
KIRKWALL,KIRKWALL,K28,MURRAY V,C16228,41069,NON-SECTOR,11.78,12.93,115,111.239,1997,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K337,ALSVIOR,C20671,41768,NON-SECTOR,13.96,29.37,184,153.996,2014,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K373,AALSKERE,B14974,40815,ORKNEY FPO LTD,33.89,532,673,597.693,1997,S,POL,DEEP SEA SPECIES,N,N
KIRKWALL,KIRKWALL,K373,AALSKERE,B14974,40815,ORKNEY FPO LTD,33.89,532,673,597.693,1997,S,POL,OVER 10 METRE,N,N
KIRKWALL,KIRKWALL,K390,MICHAEL J,A11997,40192,NON-SECTOR,10.84,13.33,90,86.028,1957,W,GBS,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K49,SHALIMAR,A21861,10958,NON-SECTOR,11.95,19.51,94,95.477,1979,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K501,INGA NESS III,C20419,12383,NON-SECTOR,11.78,22.09,350,218.403,2008,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K616,ILLUSTRIOUS,A13755,44406,NON-SECTOR,12.07,18.77,35.81,70.55,1956,W,GBR,OVER 10 METRE,N,Y
KIRKWALL,KIRKWALL,K62,L OGIEN,C19786,50252,THE FIFE FPO LTD,16.75,71,223.8,194.51,1979,S,FRA,OVER 10 METRE,N,N
KIRKWALL,KIRKWALL,K733,NORONYA,C19345,41140,NON-SECTOR,18.46,138,358,279.244,2008,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,K94,SAMANTHA JANE,C18924,11517,NON-SECTOR,12.6,19.62,500,268.344,2006,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,KIRKWALL,WK5,DRIFT FISHER 11,A13788,40348,NON-SECTOR,10.5,13.93,88,89.475,1988,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,SANDAY,K111,LOCH ROAG,A11923,40185,NON-SECTOR,10.42,10.94,89,83.918,1970,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,SANDAY,K112,NEW VENTURE,A20034,41604,NON-SECTOR,15.93,37,172,159.917,1982,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,SOUTH RONALDSAY,K85,HECTORIA,A11905,40182,NON-SECTOR,12.35,18.99,89,99.577,1972,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,STROMNESS,BRD84,SILVER WAVE,A10953,40483,NON-SECTOR,10.04,10.17,69,69.704,1986,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,STROMNESS,K69,MERLIN 11,A11892,40180,NON-SECTOR,11.34,11.61,87,80.654,1969,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,STROMNESS,K76,CELTIC DAWN II,C18329,11597,NON-SECTOR,16.95,105,272,222.405,2004,S,GBR,OVER 10 METRE,Y,N
KIRKWALL,STROMNESS,K905,THREE BOYS,A12063,40352,NON-SECTOR,10.47,7.48,94,80.934,1966,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,STRONSAY,K1124,STRONSAY LAD,A18008,41698,THE FIFE FPO LTD,11.27,21.72,161,120.46,1988,S,,OVER 10 METRE,N,N
KIRKWALL,STRONSAY,K118,HOPEFUL,A11927,40186,NON-SECTOR,10.21,10.78,71,72.075,1959,W,GBR,OVER 10 METRE,Y,N
KIRKWALL,TINGWALL,K14,INVADER,B11322,40440,NON-SECTOR,10.4,6.35,239,143.95,1989,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,TINGWALL,K420,ALISON MARIE,C16903,44490,NON-SECTOR,11.14,11.17,116.38,96.708,1999,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,TINGWALL,K991,MAIRI BHEAG,A12892,40523,NON-SECTOR,13.2,16.91,138,114.9,1985,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,TINGWALL,SY305,AMETHYST,A13544,40323,ORKNEY FPO LTD,10.97,12.08,83,83.753,1980,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,UNKNOWN,K119,DOLLY ANNE,A22587,11028,NON-SECTOR,11.9,13.29,130,107.528,1979,F,,OVER 10 METRE,Y,Y
KIRKWALL,UNKNOWN,K123,KRAKEN,C20937,42096,NON-SECTOR,11.92,23.22,178,142.084,2016,F,GBR,OVER 10 METRE,Y,Y
KIRKWALL,UNKNOWN,K502,COMPASS ROSE II,A19153,10773,NON-SECTOR,10.98,11.34,95,87.988,1974,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,UNKNOWN,OB187,CREST,A11804,40171,NON-SECTOR,11.03,11.54,82,78.593,1975,F,GBR,OVER 10 METRE,Y,N
KIRKWALL,WESTRAY,K121,KEILA,C21046,42197,ORKNEY FPO LTD,28,306,578,489.7,2017,S,DNK,OVER 10 METRE,N,N
KIRKWALL,WESTRAY,K77,HEATHER K,C17976,41039,ORKNEY FPO LTD,16.95,132,286,240.57,2003,S,GBR,OVER 10 METRE,Y,N
LERWICK,CENTRAL MAINLAND (SHETLAND),LK1,BRILLIANT,B11171,44715,NON-SECTOR,11,30.86,142,113.4,1990,F,GBR,OVER 10 METRE,Y,Y
LERWICK,KIRKWALL,LK38,JUNA,A12009,40488,NON-SECTOR,10.51,10.87,45,60.293,1970,W,GBR,OVER 10 METRE,Y,N
LERWICK,LERWICK,LK101,RADIANCE,A13622,70947,SHETLAND FPO LTD,12.01,21.89,240,164.087,1968,W,GBR,OVER 10 METRE,N,Y
LERWICK,LERWICK,LK150,ASKARI,B14107,40497,NON-SECTOR,13.27,21.81,175.3,151.605,1994,S,GBR,OVER 10 METRE,N,Y
LERWICK,LERWICK,LK174,AVRELLA,A11754,44667,SHETLAND FPO LTD,24.34,201,355,336.215,1988,S,GBS,DEEP SEA SPECIES,N,N
LERWICK,LERWICK,LK174,AVRELLA,A11754,44667,SHETLAND FPO LTD,24.34,201,355,336.215,1988,S,GBS,OVER 10 METRE,N,N
LERWICK,LERWICK,LK241,ALERT III,C20534,41682,NON-SECTOR,11.85,14.17,397,235.648,2014,F,GBR,OVER 10 METRE,Y,N
LERWICK,LERWICK,LK268,KESTREL,C17070,11826,SHETLAND FPO LTD,13.76,26.16,198,155.148,2000,S,GBR,OVER 10 METRE,N,Y
LERWICK,LERWICK,LK29,NORWASTERN,C20277,41672,NON-SECTOR,11.7,17.76,238,167.355,2012,F,GBR,OVER 10 METRE,N,N
LERWICK,LERWICK,LK57,ALISON KAY,C17291,41978,SHETLAND FPO LTD,28,316,578,484.1,2001,S,DNK,EXTERNAL WATERS:  ICELAND,N,N
LERWICK,LERWICK,LK57,ALISON KAY,C17291,41978,SHETLAND FPO LTD,28,316,578,484.1,2001,S,DNK,OVER 10 METRE,N,N
LERWICK,LERWICK,LK641,VENTURE,B12204,44742,SHETLAND FPO LTD,24.7,227,372,349.192,1991,S,GBR,OVER 10 METRE,N,N
LERWICK,LERWICK,LK687,VALHALLA,A13933,11992,SHETLAND FPO LTD,18.15,85,224,212.785,1985,W,GBR,OVER 10 METRE,N,N
LERWICK,LERWICK,LK71,RADIANT STAR,C19118,41114,SHETLAND FPO LTD,23.07,219.84,480,383.258,2007,S,GBR,DEEP SEA SPECIES,N,N
LERWICK,LERWICK,LK71,RADIANT STAR,C19118,41114,SHETLAND FPO LTD,23.07,219.84,480,383.258,2007,S,GBR,EXTERNAL WATERS:  ICELAND,N,N
LERWICK,LERWICK,LK71,RADIANT STAR,C19118,41114,SHETLAND FPO LTD,23.07,219.84,480,383.258,2007,S,GBR,OVER 10 METRE,N,N
LERWICK,LERWICK,LK801,DEVOTION,B13887,40925,SHETLAND FPO LTD,22.85,206,480,375.95,1993,W,GBS,OVER 10 METRE,N,Y
LERWICK,LERWICK,LK84,GUIDING LIGHT,A12503,44435,SHETLAND FPO LTD,23.02,168,500,388.672,1986,S,GBR,OVER 10 METRE,N,N
LERWICK,LERWICK,LK985,COPIOUS,C18604,40209,SHETLAND FPO LTD,18.98,145,480,349.05,2006,S,GBR,OVER 10 METRE,N,N
LERWICK,LERWICK,LK986,PROLIFIC,C19237,41127,SHETLAND FPO LTD,19,166,480,349,2008,S,GBR,DEEP SEA SPECIES,N,N
LERWICK,LERWICK,LK986,PROLIFIC,C19237,41127,SHETLAND FPO LTD,19,166,480,349,2008,S,GBR,EXTERNAL WATERS:  ICELAND,N,N
LERWICK,LERWICK,LK986,PROLIFIC,C19237,41127,SHETLAND FPO LTD,19,166,480,349,2008,S,GBR,OVER 10 METRE,N,N
LERWICK,NORTHMAVINE,LK429,ALTAIRE,C18297,41068,INTERFISH,76.43,2809,6485,4064.7,2004,S,NOR,OVER 10 METRE,N,N
LERWICK,SCALLOWAY AND ISLES,LK173,MIZPAH LK,A12478,40242,SHETLAND FPO LTD,26.88,254,577,461.25,1988,S,GBR,OVER 10 METRE,N,N
LERWICK,SCALLOWAY AND ISLES,LK79,PLANET,A12499,44434,SHETLAND FPO LTD,11.98,19.08,94,95.97,1952,W,GBR,OVER 10 METRE,N,Y
LERWICK,SCALLOWAY AND ISLES,LK79,PLANET,A12499,44434,SHETLAND FPO LTD,11.98,19.08,94,95.97,1952,W,GBR,SANDEELS,N,Y
LERWICK,SNIZORT,LK502,ATLANTIA II,C16765,11279,SHETLAND FPO LTD,12.19,20.55,130.55,114.821,1999,W,GBR,OVER 10 METRE,N,N
LERWICK,UNKNOWN,LK195,RESILIENT,C20831,42002,SHETLAND FPO LTD,27.07,271,588,475.746,2015,S,GBR,OVER 10 METRE,N,N
LERWICK,UNKNOWN,LK198,SOLSTICE,A12358,44405,NON-SECTOR,13.42,34.64,207,159.445,1980,U,GBR,OVER 10 METRE,Y,Y
LERWICK,UNKNOWN,LK209,OPPORTUNE,C17006,42067,SHETLAND FPO LTD,24.49,223,593,450.525,2000,S,GBR,OVER 10 METRE,N,N
LERWICK,UNKNOWN,LK272,GUARDIAN ANGELL,C20705,41800,SHETLAND FPO LTD,26.01,262,480,418.878,2015,F,GBR,EXTERNAL WATERS:  ICELAND,N,N
LERWICK,UNKNOWN,LK272,GUARDIAN ANGELL,C20705,41800,SHETLAND FPO LTD,26.01,262,480,418.878,2015,F,GBR,OVER 10 METRE,N,N
LERWICK,UNKNOWN,LK297,SERENE,C21150,42378,SHETLAND FPO LTD,82,4141,7200,4650.4,2018,F,DNK,EXTERNAL WATERS: GUINEA_BISSAU,N,N
LERWICK,UNKNOWN,LK308,SEDULOUS,C17344,42144,SHETLAND FPO LTD,26,252,544,439.8,2000,S,ESP,OVER 10 METRE,N,N
LERWICK,UNKNOWN,LK419,ANTARES,C20919,42060,SHETLAND FPO LTD,75.4,2974,6600,4101,2016,S,NOR,OVER 10 METRE,N,N
LERWICK,UNKNOWN,LK62,RESEARCH,C21153,42399,SHETLAND FPO LTD,79.8,3862,7320,4586.76,2018,S,NOR,CATEGORY A,N,N
LERWICK,UNKNOWN,LK63,TRANQUILITY,C21135,42302,SHETLAND FPO LTD,27.55,324,680,526.4,2018,S,DNK,OVER 10 METRE,N,N
LERWICK,WEST MAINLAND (SHETLAND),LK122,WESTERN VENTURE,B12674,44750,SHETLAND FPO LTD,11.15,20.88,187,135.44,1991,S,GBR,OVER 10 METRE,Y,Y
LERWICK,WHALSAY AND SKERRIES,LK145,ANTARCTIC II,C18113,42179,SHETLAND FPO LTD,69.7,2282,4320,2884.95,2004,S,NOR,OVER 10 METRE,N,N
LERWICK,WHALSAY AND SKERRIES,LK250,SHARYN LOUISE,A10558,40085,SHETLAND FPO LTD,18.8,111,298,260.248,1987,W,GBR,OVER 10 METRE,Y,N
LERWICK,WHALSAY AND SKERRIES,LK270,FAIRWAY II,B10189,40913,SHETLAND FPO LTD,23.24,173,600,433.61,1989,S,GBR,OVER 10 METRE,N,N
LERWICK,WHALSAY AND SKERRIES,LK365,SONDRA,B11182,40696,NON-SECTOR,13.48,41.09,210,164.596,1989,S,GBR,OVER 10 METRE,N,Y
LERWICK,WHALSAY AND SKERRIES,LK371,DEFIANT,A12643,40250,SHETLAND FPO LTD,26.61,241,588,464.175,1987,S,GBR,OVER 10 METRE,N,N
LERWICK,WHALSAY AND SKERRIES,LK394,ZEPHYR,B14874,42198,SHETLAND FPO LTD,72.8,2060,4920,3160.4,1996,S,NOR,CATEGORY A,N,N
LERWICK,WHALSAY AND SKERRIES,LK52,RENOWN J W,B10113,70057,SHETLAND FPO LTD,16.14,57,260,208.514,1989,S,,OVER 10 METRE,N,Y
LERWICK,WHALSAY AND SKERRIES,LK59,ARCTURUS,C16907,40912,SHETLAND FPO LTD,26,302,710,532.7,2000,S,GBR,OVER 10 METRE,N,N
LERWICK,WHALSAY AND SKERRIES,LK75,VENTUROUS,B10814,44704,SHETLAND FPO LTD,26.19,244,625,477.937,1989,S,GBR,OVER 10 METRE,N,N
LERWICK,YELL AND FETLAR,LK470,COURAGEOUS,B12872,41743,SHETLAND FPO LTD,26.56,257,578,459.3,1992,S,GBR,DEEP SEA SPECIES,N,N
LERWICK,YELL AND FETLAR,LK470,COURAGEOUS,B12872,41743,SHETLAND FPO LTD,26.56,257,578,459.3,1992,S,GBR,EXTERNAL WATERS:  ICELAND,N,N
LERWICK,YELL AND FETLAR,LK470,COURAGEOUS,B12872,41743,SHETLAND FPO LTD,26.56,257,578,459.3,1992,S,GBR,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,AR1,MAGAN D,A17149,44670,NORTHERN IRELAND FPO LTD,38.06,263,500,499.032,1968,S,ESP,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,AR1,MAGAN D,A17149,44670,NORTHERN IRELAND FPO LTD,38.06,263,500,499.032,1968,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,AR325,ESPEMAR DOS,A16740,41551,NORTHERN PRODUCERS ORGANISATION LTD,39.24,481,882,767.326,1975,S,GBR,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,AR865,CABO ORTEGAL,B14430,42005,ANGLO-NORTH IRISH FPO LTD,28.13,203,283,324.26,1991,S,ESP,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,AR865,CABO ORTEGAL,B14430,42005,ANGLO-NORTH IRISH FPO LTD,28.13,203,283,324.26,1991,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,AR94,SIR MILES,A10123,12844,NORTHERN IRELAND FPO LTD,35.43,290,522,487.162,1961,S,GBR,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,AR94,SIR MILES,A10123,12844,NORTHERN IRELAND FPO LTD,35.43,290,522,487.162,1961,S,GBR,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,INS29,INVERDALE,C19414,10412,WALES AND WEST COAST FPO LTD,26.3,150.9,295.6,317.646,1992,S,ESP,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,INS29,INVERDALE,C19414,10412,WALES AND WEST COAST FPO LTD,26.3,150.9,295.6,317.646,1992,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,INS8,ADVENTURER II,C17416,40976,SCOTTISH FISHERMENS ORGANISATION,23.95,337,724,547.817,2001,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,OB113,PATRICIA MARTA,C19630,10411,NORTHERN PRODUCERS ORGANISATION LTD,32.99,291,359,415.573,1995,S,ESP,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,OB113,PATRICIA MARTA,C19630,10411,NORTHERN PRODUCERS ORGANISATION LTD,32.99,291,359,415.573,1995,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,OB93,COELLEIRA,A18855,11714,NORTHERN PRODUCERS ORGANISATION LTD,30,210,596,472.2,1970,S,NLD,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,OB93,COELLEIRA,A18855,11714,NORTHERN PRODUCERS ORGANISATION LTD,30,210,596,472.2,1970,S,NLD,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,TN40,MAR DE BENS,C18081,41062,ANGLO-NORTH IRISH FPO LTD,46.85,468,720,703.485,1975,S,JPN,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,TN40,MAR DE BENS,C18081,41062,ANGLO-NORTH IRISH FPO LTD,46.85,468,720,703.485,1975,S,JPN,EXTERNAL WATERS: IOTC,N,N
LOCHINVER,LOCHINVER,TN40,MAR DE BENS,C18081,41062,ANGLO-NORTH IRISH FPO LTD,46.85,468,720,703.485,1975,S,JPN,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,UL257,EDER SANDS,A14920,10276,ANGLO-NORTH IRISH FPO LTD,38.2,307,746,614.56,1974,S,ESP,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,UL257,EDER SANDS,A14920,10276,ANGLO-NORTH IRISH FPO LTD,38.2,307,746,614.56,1974,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,UL37,BRISCA,A19101,10767,ANGLO-NORTH IRISH FPO LTD,26.75,302,619,499.237,1987,S,GBS,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,UL48,FORTITUDE,A13673,40335,NON-SECTOR,11.43,15.63,86,92.764,1984,W,GBR,OVER 10 METRE,Y,N
LOCHINVER,LOCHINVER,UL576,BROSME,A19315,10784,NORTHERN PRODUCERS ORGANISATION LTD,37.66,299.23,552,508.254,1974,S,ESP,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,UL576,BROSME,A19315,10784,NORTHERN PRODUCERS ORGANISATION LTD,37.66,299.23,552,508.254,1974,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,UL578,CHRISTIAN M,B14393,11738,NORTHERN PRODUCERS ORGANISATION LTD,35.4,322,597,544.77,1972,S,FRA,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,UL578,CHRISTIAN M,B14393,11738,NORTHERN PRODUCERS ORGANISATION LTD,35.4,322,597,544.77,1972,S,FRA,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,UL591,MAREIXON,C20211,41544,NORTHERN PRODUCERS ORGANISATION LTD,29.3,223,471,422.91,1999,S,ESP,OVER 10 METRE,N,N
LOCHINVER,LOCHINVER,UL666,TAHUME,A13160,10142,NORTHERN PRODUCERS ORGANISATION LTD,35.28,315,485,465.563,1957,S,GBR,DEEP SEA SPECIES,N,N
LOCHINVER,LOCHINVER,UL666,TAHUME,A13160,10142,NORTHERN PRODUCERS ORGANISATION LTD,35.28,315,485,465.563,1957,S,GBR,OVER 10 METRE,N,N
LOWESTOFT,BRANCASTER STAITHE,LN266,SOVEREIGN,A18581,10689,NON-SECTOR,10.95,8.05,89,80.127,1970,W,GBR,CATEGORY B ,Y,N
LOWESTOFT,BRANCASTER STAITHE,LN476,CATHERINE ANNE,C19003,12750,NON-SECTOR,13.96,20.03,164.12,139.047,2006,S,GBR,CATEGORY B ,N,N
LOWESTOFT,GREAT YARMOUTH,YH15,ACHIEVABLE,A24265,11189,NON-SECTOR,10.82,4.27,70,66.449,1957,W,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,BK116,TWILIGHT STAR,A14655,10212,NON-SECTOR,10.67,8.14,82,74.138,1959,W,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,HH16,LIBERATOR,A18625,12074,NON-SECTOR,13.35,20.75,146.5,121.995,1986,S,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,LN454,ABBIE JAYNE,C16055,12599,NON-SECTOR,13.94,20.65,220,168.003,1997,S,GBR,CATEGORY C,N,N
LOWESTOFT,LEIGH-ON-SEA,LO1,CHARLOTTE JOAN,C18760,10827,NON-SECTOR,13.95,24.11,179,148.208,2006,S,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,LO106,SOPHIE JAYNE,B13513,11516,NON-SECTOR,13.95,24.97,216,164.857,1992,S,GBE,CATEGORY C,N,N
LOWESTOFT,LEIGH-ON-SEA,LO2,REVENGE,B10702,12296,NON-SECTOR,13.08,18.45,221,158.179,1989,S,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,LO20,LEWIS ANDREW,C19430,11999,NON-SECTOR,13.98,27.33,221,167.533,2008,S,GBR,CATEGORY C,N,N
LOWESTOFT,LEIGH-ON-SEA,LO324,ELVEN HUNTER,A18713,10717,NON-SECTOR,10.7,10.77,63,65.8,1983,F,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,LO4,INDIANNA,C19475,44184,NON-SECTOR,13.98,29.14,221,167.672,2009,S,GBR,CATEGORY A,N,Y
LOWESTOFT,LEIGH-ON-SEA,LO47,LIBERATOR,C18478,11950,NON-SECTOR,13.84,23.35,216,164.186,2005,S,GBR,CATEGORY C,N,N
LOWESTOFT,LEIGH-ON-SEA,LO541,MATTY JAY,C16052,11758,NON-SECTOR,13.91,22.77,201.4,158.65,1997,S,GBR,CATEGORY C,N,Y
LOWESTOFT,LEIGH-ON-SEA,LO86,MARY AMELIA,C19349,12835,NON-SECTOR,13.93,27.25,218,166.078,2008,S,GBR,CATEGORY A,N,N
LOWESTOFT,LEIGH-ON-SEA,LO88,RENOWN,B12028,12839,NON-SECTOR,12.68,14.28,215,155.332,1991,S,GBR,CATEGORY B ,N,N
LOWESTOFT,LEIGH-ON-SEA,LO89,BOY LUKIE,C18617,11959,NON-SECTOR,13.97,22.52,155,136.527,2005,S,GBR,CATEGORY A,N,N
LOWESTOFT,LOWESTOFT,LT446,G AND E,A19010,10756,NON-SECTOR,11.61,12.33,52,68.795,1963,W,,CATEGORY A,Y,N
LOWESTOFT,LOWESTOFT,LT60,WILHELMINA,B12216,11473,LOWESTOFT FPO LTD,40,428,1343,944.35,1991,S,NLD,CATEGORY A,N,N
LOWESTOFT,LOWESTOFT,LT7,SERENE DAWN,A11395,11637,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,11.6,21.79,102.13,96.999,1982,S,GBR,CATEGORY A,N,N
LOWESTOFT,LOWESTOFT,NN57,CORINA II,A19893,10808,NON-SECTOR,13.94,40.24,186,151.448,1986,S,GBR,CATEGORY C,N,N
LOWESTOFT,UNKNOWN,CK7,OUR NICOLA ANNE,A16815,12867,NON-SECTOR,11.45,19.31,150.00,120.17,1988,F,GBR,CATEGORY A,N,N
LOWESTOFT,WALTON-ON-NAZE,HH62,TRUE TO THE CORE,A17877,10612,NON-SECTOR,10.5,7,135,99.075,1988,F,GBR,CATEGORY A,Y,N
LOWESTOFT,WELLS,YH776,CHARLIE JOHN,C20387,12347,NON-SECTOR,10.1,8.11,258,155.187,2013,F,GBR,CATEGORY C,Y,N
MALLAIG,KILKEEL,OB333,SILVER DAWN,A11155,44057,SCOTTISH FISHERMENS ORGANISATION,17.61,51,145,167.388,1970,W,GBR,OVER 10 METRE,N,Y
MALLAIG,MALLAIG,BF878,OCEAN WAY,A10814,44148,SCOTTISH FISHERMENS ORGANISATION,18.23,134,298,255.876,1987,W,GBR,OVER 10 METRE,N,N
MALLAIG,MALLAIG,LK70,CONTEST,A12490,44432,SCOTTISH FISHERMENS ORGANISATION,18.4,127,278,243.78,1985,W,GBR,OVER 10 METRE,N,N
MALLAIG,MALLAIG,LK70,CONTEST,A12490,44432,SCOTTISH FISHERMENS ORGANISATION,18.4,127,278,243.78,1985,W,GBR,SANDEELS,N,N
MALLAIG,MALLAIG,OB145,JASTLO C,B11824,40431,WEST OF SCOTLAND FPO LTD,11.9,19.96,149,125.122,1990,F,GBR,OVER 10 METRE,N,N
MALLAIG,MALLAIG,OB155,NOVANTAE,B11621,11753,WEST OF SCOTLAND FPO LTD,13.9,37.58,201,167.456,1990,S,,OVER 10 METRE,Y,Y
MALLAIG,MALLAIG,OB196,INDEPENDENCE,A11519,12208,WEST OF SCOTLAND FPO LTD,17.9,96,279,235.277,1977,W,GBR,OVER 10 METRE,N,N
MALLAIG,MALLAIG,OB38,REBECCA JENEEN,C19411,40978,WEST OF SCOTLAND FPO LTD,16.69,105,358,267.916,2008,S,GBR,OVER 10 METRE,N,Y
MALLAIG,MALLAIG,OB915,REUL-A-CHUAIN,A17656,10374,SCOTTISH FISHERMENS ORGANISATION,18,47,197.72,184.014,1959,W,DNK,OVER 10 METRE,N,Y
MALLAIG,MALLAIG,OB956,CARALISA,A12138,44356,WEST OF SCOTLAND FPO LTD,17.6,70,272,227.472,1975,W,GBR,OVER 10 METRE,N,N
MALLAIG,UNKNOWN,OB1045,SPARKLING STAR IV,C17307,42187,SCOTTISH FISHERMENS ORGANISATION,17.6,130,435,309.27,2001,S,RUS,OVER 10 METRE,N,N
